game,ply,board,player,action,return,before,after
2728,5,.OXX....O,X,4,1,0.2,0.36000000000000004
2728,6,.OXXX...O,O,6,-1,0.0,-0.2
2728,7,.OXXX.O.O,X,7,1,0.0,0.2
2728,8,.OXXX.OXO,O,0,-1,-0.2,-0.36000000000000004
2728,9,OOXXX.OXO,X,5,1,0.83222784,0.865782272
2729,1,.........,X,3,-1,0.3482740013781684,0.07861920110253467
2729,2,...X.....,O,6,1,-0.09337100493269446,0.12530319605384446
2729,3,...X..O..,X,1,-1,0.205056,-0.03595519999999999
2729,4,.X.X..O..,O,4,1,0.0,0.2
2729,5,.X.XO.O..,X,5,-1,0.0,-0.2
2729,6,.X.XOXO..,O,2,1,0.36000000000000004,0.488
2730,1,.........,X,3,0,0.07861920110253467,0.06289536088202774
2730,2,...X.....,O,6,0,0.12530319605384446,0.10024255684307556
2730,3,...X..O..,X,8,0,0.0,0.0
2730,4,...X..O.X,O,0,0,0.0,0.0
2730,5,O..X..O.X,X,2,0,0.0,0.0
2730,6,O.XX..O.X,O,5,0,0.0,0.0
2730,7,O.XX.OO.X,X,7,0,0.0,0.0
2730,8,O.XX.OOXX,O,4,0,0.0,0.0
2730,9,O.XXOOOXX,X,1,0,0.0,0.0
2731,1,.........,X,2,1,-0.004029472068197509,0.196776422345442
2731,2,..X......,O,1,-1,0.028395195690084085,-0.17728384344793274
2731,3,.OX......,X,8,1,0.5904,0.67232
2731,4,.OX.....X,O,6,-1,0.0,-0.2
2731,5,.OX...O.X,X,5,1,0.488,0.5904
2732,1,.........,X,2,1,0.196776422345442,0.3574211378763536
2732,2,..X......,O,1,-1,-0.17728384344793274,-0.3418270747583462
2732,3,.OX......,X,8,1,0.67232,0.7378560000000001
2732,4,.OX.....X,O,3,-1,-0.2,-0.36000000000000004
2732,5,.OXO....X,X,5,1,0.2,0.36000000000000004
2733,1,.........,X,2,1,0.3574211378763536,0.4859369103010829
2733,2,..X......,O,3,-1,-0.6953849600409601,-0.756307968032768
2733,3,..XO.....,X,0,1,0.6953849600409601,0.756307968032768
2733,4,X.XO.....,O,7,-1,-0.33440000000000003,-0.46752000000000005
2733,5,X.XO...O.,X,5,1,0.36000000000000004,0.488
2733,6,X.XO.X.O.,O,6,-1,0.0,-0.2
2733,7,X.XO.XOO.,X,4,1,0.0,0.2
2733,8,X.XOXXOO.,O,1,-1,-0.2,-0.36000000000000004
2733,9,XOXOXXOO.,X,8,1,0.67232,0.7378560000000001
2734,1,.........,X,0,1,-0.05095961962980744,0.15923230429615406
2734,2,X........,O,6,-1,0.0035214898017014717,-0.19718280815863884
2734,3,X.....O..,X,8,1,0.09632000000000002,0.277056
2734,4,X.....O.X,O,3,-1,0.08800000000000002,-0.1296
2734,5,X..O..O.X,X,1,1,0.2,0.36000000000000004
2734,6,XX.O..O.X,O,5,-1,0.0,-0.2
2734,7,XX.O.OO.X,X,4,1,0.0,0.2
2735,1,.........,X,2,0,0.4859369103010829,0.3887495282408663
2735,2,..X......,O,5,0,-0.7568965321938912,-0.6055172257551129
2735,3,..X..O...,X,0,0,0.8305070887440115,0.6644056709952092
2735,4,X.X..O...,O,1,0,-0.51232,-0.409856
2735,5,XOX..O...,X,3,0,0.51232,0.409856
2735,6,XOXX.O...,O,6,0,-0.16,-0.128
2735,7,XOXX.OO..,X,8,0,0.16,0.128
2735,8,XOXX.OO.X,O,4,0,0.0,0.0
2735,9,XOXXOOO.X,X,7,0,0.0,0.0
2736,1,.........,X,2,1,0.3887495282408663,0.510999622592693
2736,2,..X......,O,1,-1,-0.3418270747583462,-0.473461659806677
2736,3,.OX......,X,4,1,0.0,0.2
2736,4,.OX.X....,O,3,-1,0.0,-0.2
2736,5,.OXOX....,X,5,1,0.0,0.2
2736,6,.OXOXX...,O,0,-1,0.2,-0.03999999999999998
2736,7,OOXOXX...,X,8,1,0.36000000000000004,0.488
2737,1,.........,X,2,-1,0.510999622592693,0.20879969807415444
2737,2,..X......,O,1,1,-0.473461659806677,-0.17876932784534155
2737,3,.OX......,X,8,-1,0.7378560000000001,0.39028480000000004
2737,4,.OX.....X,O,4,1,0.0,0.2
2737,5,.OX.O...X,X,7,-1,0.2,-0.03999999999999998
2737,6,.OX.O..XX,O,5,1,-0.2,0.03999999999999998
2737,7,.OX.OO.XX,X,0,-1,0.0,-0.2
2737,8,XOX.OO.XX,O,3,1,0.36000000000000004,0.488
2738,1,.........,X,2,1,0.20879969807415444,0.3670397584593236
2738,2,..X......,O,1,-1,-0.17876932784534155,-0.3430154622762733
2738,3,.OX......,X,8,1,0.39028480000000004,0.51222784
2738,4,.OX.....X,O,4,-1,0.2,-0.03999999999999998
2738,5,.OX.O...X,X,5,1,0.0,0.2
2739,1,.........,X,2,1,0.3670397584593236,0.4936318067674589
2739,2,..X......,O,1,-1,-0.3430154622762733,-0.47441236982101864
2739,3,.OX......,X,8,1,0.51222784,0.609782272
2739,4,.OX.....X,O,4,-1,-0.03999999999999998,-0.23199999999999998
2739,5,.OX.O...X,X,0,1,0.0,0.2
2739,6,XOX.O...X,O,6,-1,0.0,-0.2
2739,7,XOX.O.O.X,X,5,1,0.2,0.36000000000000004
2740,1,.........,X,2,1,0.4936318067674589,0.5949054454139671
2740,2,..X......,O,0,-1,-0.6663089805842886,-0.7330471844674309
2740,3,O.X......,X,4,1,-0.11517642031103997,0.10785886375116802
2740,4,O.X.X....,O,3,-1,-0.2880267264,-0.43042138111999995
2740,5,O.XOX....,X,6,1,0.7378560000000001,0.7902848
2741,1,.........,X,4,-1,-0.031833060778652944,-0.22546644862292237
2741,2,....X....,O,0,1,0.09937061309727907,0.27949649047782327
2741,3,O...X....,X,7,-1,0.07554639839098248,-0.13956288128721403
2741,4,O...X..X.,O,6,1,-0.488,-0.19039999999999996
2741,5,O...X.OX.,X,2,-1,0.2,-0.03999999999999998
2741,6,O.X.X.OX.,O,3,1,0.2,0.36000000000000004
2742,1,.........,X,2,-1,0.5949054454139671,0.2759243563311736
2742,2,..X......,O,1,1,-0.47441236982101864,-0.1795298958568149
2742,3,.OX......,X,4,-1,0.2,-0.03999999999999998
2742,4,.OX.X....,O,6,1,0.0,0.2
2742,5,.OX.X.O..,X,7,-1,0.0,-0.2
2742,6,.OX.X.OX.,O,3,1,0.2,0.36000000000000004
2742,7,.OXOX.OX.,X,5,-1,0.0,-0.2
2742,8,.OXOXXOX.,O,0,1,0.0,0.2
2743,1,.........,X,2,1,0.2759243563311736,0.4207394850649389
2743,2,..X......,O,1,-1,-0.1795298958568149,-0.3436239166854519
2743,3,.OX......,X,8,1,0.609782272,0.6878258176000001
2743,4,.OX.....X,O,0,-1,-0.2,-0.36000000000000004
2743,5,OOX.....X,X,7,1,0.488,0.5904
2743,6,OOX....XX,O,6,-1,0.0,-0.2
2743,7,OOX...OXX,X,5,1,0.0,0.2
2744,1,.........,X,2,1,0.4207394850649389,0.5365915880519512
2744,2,..X......,O,1,-1,-0.3436239166854519,-0.47489913334836154
2744,3,.OX......,X,8,1,0.6878258176000001,0.7502606540800001
2744,4,.OX.....X,O,6,-1,-0.2,-0.36000000000000004
2744,5,.OX...O.X,X,5,1,0.5904,0.67232
2745,1,.........,X,2,-1,0.5365915880519512,0.22927327044156093
2745,2,..X......,O,1,1,-0.47489913334836154,-0.17991930667868922
2745,3,.OX......,X,8,-1,0.7502606540800001,0.400208523264
2745,4,.OX.....X,O,7,1,-0.2,0.03999999999999998
2745,5,.OX....OX,X,3,-1,0.2,-0.03999999999999998
2745,6,.OXX...OX,O,4,1,0.0,0.2
2746,1,.........,X,1,1,-0.24340046845159688,0.005279625238722524
2746,2,.X.......,O,4,-1,0.3054501027679424,0.04436008221435389
2746,3,.X..O....,X,0,1,-0.27589313191583364,-0.020714505532666905
2746,4,XX..O....,O,2,-1,0.2697075910914867,0.01576607287318932
2746,5,XXO.O....,X,3,1,0.03999999999999998,0.23199999999999998
2746,6,XXOXO....,O,5,-1,0.0,-0.2
2746,7,XXOXOO...,X,6,1,0.2,0.36000000000000004
2747,1,.........,X,2,1,0.22927327044156093,0.38341861635324875
2747,2,..X......,O,0,-1,-0.7330471844674309,-0.7864377475739447
2747,3,O.X......,X,8,1,0.62489545785711,0.699916366285688
2747,4,O.X.....X,O,6,-1,-0.25249972633600004,-0.4019997810688001
2747,5,O.X...O.X,X,5,1,0.5904,0.67232
2748,1,.........,X,2,1,0.38341861635324875,0.506734893082599
2748,2,..X......,O,1,-1,-0.17991930667868922,-0.3439354453429514
2748,3,.OX......,X,8,1,0.400208523264,0.5201668186112001
2748,4,.OX.....X,O,7,-1,0.03999999999999998,-0.16800000000000004
2748,5,.OX....OX,X,4,1,0.0,0.2
2748,6,.OX.X..OX,O,6,-1,0.0,-0.2
2748,7,.OX.X.OOX,X,3,1,0.36000000000000004,0.488
2748,8,.OXXX.OOX,O,5,-1,-0.36000000000000004,-0.488
2748,9,.OXXXOOOX,X,0,1,0.5904,0.67232
2749,1,.........,X,2,1,0.506734893082599,0.6053879144660792
2749,2,..X......,O,1,-1,-0.3439354453429514,-0.47514835627436114
2749,3,.OX......,X,8,1,0.5201668186112001,0.6161334548889601
2749,4,.OX.....X,O,7,-1,-0.16800000000000004,-0.33440000000000003
2749,5,.OX....OX,X,4,1,0.2,0.36000000000000004
2749,6,.OX.X..OX,O,3,-1,0.0,-0.2
2749,7,.OXOX..OX,X,5,1,0.0,0.2
2750,1,.........,X,5,1,-0.06287857392722163,0.14969714085822272
2750,2,.....X...,O,3,-1,-0.25248000000000004,-0.401984
2750,3,...O.X...,X,4,1,0.2,0.36000000000000004
2750,4,...OXX...,O,0,-1,0.2,-0.03999999999999998
2750,5,O..OXX...,X,1,1,0.03199999999999999,0.22559999999999997
2750,6,OX.OXX...,O,8,-1,0.0,-0.2
2750,7,OX.OXX..O,X,6,1,0.0,0.2
2750,8,OX.OXXX.O,O,7,-1,0.0,-0.2
2750,9,OX.OXXXOO,X,2,1,0.5904,0.67232
2751,1,.........,X,2,1,0.6053879144660792,0.6843103315728634
2751,2,..X......,O,1,-1,-0.47514835627436114,-0.5801186850194889
2751,3,.OX......,X,8,1,0.6161334548889601,0.6929067639111681
2751,4,.OX.....X,O,5,-1,-0.2,-0.36000000000000004
2751,5,.OX..O..X,X,4,1,0.36000000000000004,0.488
2751,6,.OX.XO..X,O,7,-1,0.0,-0.2
2751,7,.OX.XO.OX,X,3,1,0.0,0.2
2751,8,.OXXXO.OX,O,0,-1,-0.2,-0.36000000000000004
2751,9,OOXXXO.OX,X,6,1,0.36000000000000004,0.488
2752,1,.........,X,2,1,0.6843103315728634,0.7474482652582907
2752,2,..X......,O,1,-1,-0.5801186850194889,-0.6640949480155911
2752,3,.OX......,X,8,1,0.6929067639111681,0.7543254111289345
2752,4,.OX.....X,O,4,-1,-0.23199999999999998,-0.3856
2752,5,.OX.O...X,X,0,1,0.2,0.36000000000000004
2752,6,XOX.O...X,O,3,-1,0.0,-0.2
2752,7,XOXOO...X,X,5,1,0.2,0.36000000000000004
2753,1,.........,X,2,0,0.7474482652582907,0.5979586122066325
2753,2,..X......,O,0,0,-0.7864377475739447,-0.6291501980591557
2753,3,O.X......,X,8,0,0.699916366285688,0.5599330930285504
2753,4,O.X.....X,O,5,0,-0.328,-0.2624
2753,5,O.X..O..X,X,7,0,0.3024,0.24192
2753,6,O.X..O.XX,O,4,0,0.0,0.0
2753,7,O.X.OO.XX,X,1,0,0.0,0.0
2753,8,OXX.OO.XX,O,6,0,0.0,0.0
2753,9,OXX.OOOXX,X,3,0,0.0,0.0
2754,1,.........,X,3,0,0.06289536088202774,0.05031628870562219
2754,2,...X.....,O,6,0,0.10024255684307556,0.08019404547446045
2754,3,...X..O..,X,4,0,0.0,0.0
2754,4,...XX.O..,O,8,0,0.11214740371854977,0.08971792297483981
2754,5,...XX.O.O,X,7,0,0.048410714963968,0.0387285719711744
2754,6,...XX.OXO,O,5,0,0.062464000000000006,0.04997120000000001
2754,7,...XXOOXO,X,2,0,0.08192,0.06553600000000001
2754,8,..XXXOOXO,O,1,0,0.0,0.0
2754,9,.OXXXOOXO,X,0,0,0.0,0.0
2755,1,.........,X,2,1,0.5979586122066325,0.678366889765306
2755,2,..X......,O,5,-1,-0.6055172257551129,-0.6844137806040903
2755,3,..X..O...,X,0,1,0.6644056709952092,0.7315245367961674
2755,4,X.X..O...,O,7,-1,-0.67232,-0.7378560000000001
2755,5,X.X..O.O.,X,6,1,0.67232,0.7378560000000001
2755,6,X.X..OXO.,O,8,-1,-0.2,-0.36000000000000004
2755,7,X.X..OXOO,X,1,1,0.67232,0.7378560000000001
2756,1,.........,X,2,1,0.678366889765306,0.7426935118122449
2756,2,..X......,O,0,-1,-0.6291501980591557,-0.7033201584473245
2756,3,O.X......,X,8,1,0.5599330930285504,0.6479464744228404
2756,4,O.X.....X,O,5,-1,-0.2624,-0.40992000000000006
2756,5,O.X..O..X,X,7,1,0.24192,0.393536
2756,6,O.X..O.XX,O,4,-1,0.0,-0.2
2756,7,O.X.OO.XX,X,6,1,0.0,0.2
2757,1,.........,X,2,1,0.7426935118122449,0.7941548094497959
2757,2,..X......,O,6,-1,-0.64205952228809,-0.713647617830472
2757,3,..X...O..,X,4,1,0.2,0.36000000000000004
2757,4,..X.X.O..,O,3,-1,0.08800000000000002,-0.1296
2757,5,..XOX.O..,X,8,1,0.0,0.2
2757,6,..XOX.O.X,O,7,-1,0.0,-0.2
2757,7,..XOX.OOX,X,0,1,0.2,0.36000000000000004
2758,1,.........,X,2,1,0.7941548094497959,0.8353238475598367
2758,2,..X......,O,1,-1,-0.6640949480155911,-0.7312759584124728
2758,3,.OX......,X,8,1,0.7543254111289345,0.8034603289031476
2758,4,.OX.....X,O,7,-1,-0.33440000000000003,-0.46752000000000005
2758,5,.OX....OX,X,4,1,0.36000000000000004,0.488
2758,6,.OX.X..OX,O,0,-1,0.0,-0.2
2758,7,OOX.X..OX,X,6,1,0.36000000000000004,0.488
2759,1,.........,X,2,-1,0.8353238475598367,0.4682590780478693
2759,2,..X......,O,7,1,-0.86167185408,-0.489337483264
2759,3,..X....O.,X,4,-1,0.75030784,0.4002462719999999
2759,4,..X.X..O.,O,6,1,-0.03999999999999998,0.16800000000000004
2759,5,..X.X.OO.,X,0,-1,0.36000000000000004,0.08800000000000002
2759,6,X.X.X.OO.,O,1,1,0.0,0.2
2759,7,XOX.X.OO.,X,3,-1,-0.2,-0.36000000000000004
2759,8,XOXXX.OO.,O,8,1,0.36000000000000004,0.488
2760,1,.........,X,2,1,0.4682590780478693,0.5746072624382954
2760,2,..X......,O,7,-1,-0.489337483264,-0.5914699866112
2760,3,..X....O.,X,4,1,0.4002462719999999,0.5201970175999999
2760,4,..X.X..O.,O,1,-1,-0.2,-0.36000000000000004
2760,5,.OX.X..O.,X,5,1,0.2,0.36000000000000004
2760,6,.OX.XX.O.,O,0,-1,0.0,-0.2
2760,7,OOX.XX.O.,X,3,1,0.2,0.36000000000000004
2761,1,.........,X,2,-1,0.5746072624382954,0.2596858099506363
2761,2,..X......,O,7,1,-0.5914699866112,-0.27317598928896
2761,3,..X....O.,X,1,-1,0.0,-0.2
2761,4,.XX....O.,O,4,1,0.0,0.2
2761,5,.XX.O..O.,X,8,-1,0.488,0.19039999999999996
2761,6,.XX.O..OX,O,3,1,0.0,0.2
2761,7,.XXOO..OX,X,6,-1,0.03999999999999998,-0.16800000000000004
2761,8,.XXOO.XOX,O,5,1,0.2,0.36000000000000004
2762,1,.........,X,2,1,0.2596858099506363,0.407748647960509
2762,2,..X......,O,7,-1,-0.27317598928896,-0.41854079143116796
2762,3,..X....O.,X,4,1,0.5201970175999999,0.6161576140799999
2762,4,..X.X..O.,O,6,-1,0.16800000000000004,-0.06559999999999999
2762,5,..X.X.OO.,X,1,1,0.0,0.2
2762,6,.XX.X.OO.,O,3,-1,0.0,-0.2
2762,7,.XXOX.OO.,X,0,1,0.2,0.36000000000000004
2763,1,.........,X,2,1,0.407748647960509,0.5261989183684073
2763,2,..X......,O,7,-1,-0.41854079143116796,-0.5348326331449343
2763,3,..X....O.,X,4,1,0.6161576140799999,0.692926091264
2763,4,..X.X..O.,O,6,-1,-0.06559999999999999,-0.25248000000000004
2763,5,..X.X.OO.,X,3,1,0.0,0.2
2763,6,..XXX.OO.,O,0,-1,0.0,-0.2
2763,7,O.XXX.OO.,X,5,1,0.488,0.5904
2764,1,.........,X,2,-1,0.5261989183684073,0.22095913469472578
2764,2,..X......,O,7,1,-0.5348326331449343,-0.2278661065159474
2764,3,..X....O.,X,4,-1,0.692926091264,0.3543408730112
2764,4,..X.X..O.,O,8,1,-0.2,0.03999999999999998
2764,5,..X.X..OO,X,1,-1,0.36000000000000004,0.08800000000000002
2764,6,.XX.X..OO,O,6,1,0.0,0.2
2765,1,.........,X,2,1,0.22095913469472578,0.37676730775578066
2765,2,..X......,O,7,-1,-0.2278661065159474,-0.38229288521275795
2765,3,..X....O.,X,0,1,0.36000000000000004,0.488
2765,4,X.X....O.,O,4,-1,0.0,-0.2
2765,5,X.X.O..O.,X,1,1,0.488,0.5904
2766,1,.........,X,5,-1,0.14969714085822272,-0.08024228731342181
2766,2,.....X...,O,7,1,0.24014144369459203,0.39211315495567367
2766,3,.....X.O.,X,0,-1,0.27040000000000003,0.01632
2766,4,X....X.O.,O,6,1,0.0,0.2
2766,5,X....XOO.,X,1,-1,0.0,-0.2
2766,6,XX...XOO.,O,8,1,0.2,0.36000000000000004
2767,1,.........,X,2,-1,0.37676730775578066,0.10141384620462451
2767,2,..X......,O,7,1,-0.38229288521275795,-0.10583430817020639
2767,3,..X....O.,X,0,-1,0.488,0.19039999999999996
2767,4,X.X....O.,O,3,1,0.0,0.2
2767,5,X.XO...O.,X,5,-1,0.488,0.19039999999999996
2767,6,X.XO.X.O.,O,1,1,-0.2,0.03999999999999998
2767,7,XOXO.X.O.,X,6,-1,-0.36000000000000004,-0.488
2767,8,XOXO.XXO.,O,4,1,0.488,0.5904
2768,1,.........,X,0,-1,0.15923230429615406,-0.07261415656307676
2768,2,X........,O,6,1,-0.19718280815863884,0.042253753473088934
2768,3,X.....O..,X,8,-1,0.277056,0.02164480000000002
2768,4,X.....O.X,O,1,1,0.0,0.2
2768,5,XO....O.X,X,5,-1,0.36000000000000004,0.08800000000000002
2768,6,XO...XO.X,O,4,1,0.0,0.2
2768,7,XO..OXO.X,X,7,-1,-0.2,-0.36000000000000004
2768,8,XO..OXOXX,O,2,1,0.488,0.5904
2769,1,.........,X,2,1,0.10141384620462451,0.2811310769636996
2769,2,..X......,O,7,-1,-0.10583430817020639,-0.2846674465361651
2769,3,..X....O.,X,4,1,0.3543408730112,0.48347269840896
2769,4,..X.X..O.,O,8,-1,0.03999999999999998,-0.16800000000000004
2769,5,..X.X..OO,X,1,1,0.08800000000000002,0.27040000000000003
2769,6,.XX.X..OO,O,3,-1,-0.2,-0.36000000000000004
2769,7,.XXOX..OO,X,6,1,0.0,0.2
2770,1,.........,X,2,-1,0.2811310769636996,0.02490486157095967
2770,2,..X......,O,7,1,-0.2846674465361651,-0.02773395722893207
2770,3,..X....O.,X,4,-1,0.48347269840896,0.18677815872716802
2770,4,..X.X..O.,O,8,1,-0.16800000000000004,0.06559999999999999
2770,5,..X.X..OO,X,1,-1,0.27040000000000003,0.01632
2770,6,.XX.X..OO,O,6,1,0.2,0.36000000000000004
2771,1,.........,X,3,1,0.05031628870562219,0.24025303096449777
2771,2,...X.....,O,5,-1,-0.488,-0.5904
2771,3,...X.O...,X,6,1,0.36000000000000004,0.488
2771,4,...X.OX..,O,1,-1,0.0,-0.2
2771,5,.O.X.OX..,X,8,1,0.0,0.2
2771,6,.O.X.OX.X,O,0,-1,0.0,-0.2
2771,7,OO.X.OX.X,X,2,1,0.0,0.2
2771,8,OOXX.OX.X,O,4,-1,0.0,-0.2
2771,9,OOXXOOX.X,X,7,1,0.488,0.5904
2772,1,.........,X,3,1,0.24025303096449777,0.3922024247715982
2772,2,...X.....,O,6,-1,0.08019404547446045,-0.13584476362043169
2772,3,...X..O..,X,8,1,0.0,0.2
2772,4,...X..O.X,O,7,-1,0.0,-0.2
2772,5,...X..OOX,X,1,1,0.0,0.2
2772,6,.X.X..OOX,O,0,-1,0.0,-0.2
2772,7,OX.X..OOX,X,5,1,0.0,0.2
2772,8,OX.X.XOOX,O,4,-1,0.0,-0.2
2772,9,OX.XOXOOX,X,2,1,0.2,0.36000000000000004
2773,1,.........,X,3,-1,0.3922024247715982,0.11376193981727856
2773,2,...X.....,O,6,1,-0.13584476362043169,0.09132418910365464
2773,3,...X..O..,X,1,-1,-0.03595519999999999,-0.22876416000000002
2773,4,.X.X..O..,O,4,1,0.2,0.36000000000000004
2773,5,.X.XO.O..,X,8,-1,0.0,-0.2
2773,6,.X.XO.O.X,O,2,1,0.2,0.36000000000000004
2774,1,.........,X,3,-1,0.11376193981727856,-0.10899044814617714
2774,2,...X.....,O,6,1,0.09132418910365464,0.2730593512829237
2774,3,...X..O..,X,8,-1,0.2,-0.03999999999999998
2774,4,...X..O.X,O,4,1,0.0,0.2
2774,5,...XO.O.X,X,0,-1,0.0,-0.2
2774,6,X..XO.O.X,O,7,1,0.36000000000000004,0.488
2774,7,X..XO.OOX,X,1,-1,0.0,-0.2
2774,8,XX.XO.OOX,O,2,1,0.0,0.2
2775,1,.........,X,0,1,-0.07261415656307676,0.14190867474953858
2775,2,X........,O,6,-1,0.042253753473088934,-0.16619699722152886
2775,3,X.....O..,X,8,1,0.02164480000000002,0.21731584000000004
2775,4,X.....O.X,O,1,-1,0.2,-0.03999999999999998
2775,5,XO....O.X,X,5,1,0.08800000000000002,0.27040000000000003
2775,6,XO...XO.X,O,4,-1,0.2,-0.03999999999999998
2775,7,XO..OXO.X,X,2,1,0.0,0.2
2776,1,.........,X,0,1,0.14190867474953858,0.31352693979963087
2776,2,X........,O,7,-1,-0.7457205906854567,-0.7965764725483654
2776,3,X......O.,X,1,1,0.89048353488896,0.912386827911168
2776,4,XX.....O.,O,2,-1,-0.328,-0.46240000000000003
2776,5,XXO....O.,X,6,1,0.328,0.46240000000000003
2776,6,XXO...XO.,O,8,-1,0.0,-0.2
2776,7,XXO...XOO,X,3,1,0.0,0.2
2777,1,.........,X,0,-1,0.31352693979963087,0.05082155183970466
2777,2,X........,O,6,1,-0.16619699722152886,0.06704240222277694
2777,3,X.....O..,X,7,-1,-6.399999999995298e-05,-0.20005119999999998
2777,4,X.....OX.,O,4,1,0.2,0.36000000000000004
2777,5,X...O.OX.,X,5,-1,0.2,-0.03999999999999998
2777,6,X...OXOX.,O,8,1,0.0,0.2
2777,7,X...OXOXO,X,1,-1,0.0,-0.2
2777,8,XX..OXOXO,O,2,1,0.2,0.36000000000000004
2778,1,.........,X,0,1,0.05082155183970466,0.24065724147176376
2778,2,X........,O,6,-1,0.06704240222277694,-0.14636607822177847
2778,3,X.....O..,X,8,1,0.21731584000000004,0.37385267200000005
2778,4,X.....O.X,O,1,-1,-0.03999999999999998,-0.23199999999999998
2778,5,XO....O.X,X,5,1,0.27040000000000003,0.41632
2778,6,XO...XO.X,O,3,-1,0.0,-0.2
2778,7,XO.O.XO.X,X,2,1,0.0,0.2
2779,1,.........,X,0,1,0.24065724147176376,0.392525793177411
2779,2,X........,O,6,-1,-0.14636607822177847,-0.31709286257742275
2779,3,X.....O..,X,8,1,0.37385267200000005,0.4990821376000001
2779,4,X.....O.X,O,7,-1,0.0,-0.2
2779,5,X.....OOX,X,5,1,0.0,0.2
2779,6,X....XOOX,O,4,-1,0.36000000000000004,0.08800000000000002
2779,7,X...OXOOX,X,2,1,0.0,0.2
2780,1,.........,X,0,-1,0.392525793177411,0.11402063454192879
2780,2,X........,O,6,1,-0.31709286257742275,-0.05367429006193819
2780,3,X.....O..,X,8,-1,0.4990821376000001,0.19926571008000005
2780,4,X.....O.X,O,4,1,0.0,0.2
2780,5,X...O.O.X,X,2,-1,0.14240000000000005,-0.08607999999999996
2780,6,X.X.O.O.X,O,7,1,0.0,0.2
2780,7,X.X.O.OOX,X,3,-1,0.0,-0.2
2780,8,X.XXO.OOX,O,1,1,0.488,0.5904
2781,1,.........,X,8,1,-0.10548879993566385,0.11560896005146892
2781,2,........X,O,4,-1,0.07534565368709753,-0.13972347705032198
2781,3,....O...X,X,5,1,0.1834058053243147,0.34672464425945176
2781,4,....OX..X,O,6,-1,-0.09172438630400001,-0.2733795090432
2781,5,....OXO.X,X,2,1,0.36000000000000004,0.488
2782,1,.........,X,8,1,0.11560896005146892,0.29248716804117514
2782,2,........X,O,4,-1,-0.13972347705032198,-0.31177878164025763
2782,3,....O...X,X,6,1,-0.2867032532991093,-0.029362602639287416
2782,4,....O.X.X,O,7,-1,0.23703140868442857,-0.010374873052457156
2782,5,....O.XOX,X,1,1,0.15794176,0.326353408
2782,6,.X..O.XOX,O,0,-1,0.0,-0.2
2782,7,OX..O.XOX,X,5,1,0.0,0.2
2782,8,OX..OXXOX,O,3,-1,0.0,-0.2
2782,9,OX.OOXXOX,X,2,1,0.488,0.5904
2783,1,.........,X,8,1,0.29248716804117514,0.4339897344329401
2783,2,........X,O,6,-1,-0.3016762423967743,-0.44134099391741943
2783,3,......O.X,X,2,1,0.39028480000000004,0.51222784
2783,4,..X...O.X,O,7,-1,-0.33440000000000003,-0.46752000000000005
2783,5,..X...OOX,X,4,1,0.2,0.36000000000000004
2783,6,..X.X.OOX,O,5,-1,0.0,-0.2
2783,7,..X.XOOOX,X,3,1,0.0,0.2
2783,8,..XXXOOOX,O,1,-1,0.0,-0.2
2783,9,.OXXXOOOX,X,0,1,0.67232,0.7378560000000001
2784,1,.........,X,8,1,0.4339897344329401,0.5471917875463521
2784,2,........X,O,4,-1,-0.31177878164025763,-0.4494230253122061
2784,3,....O...X,X,5,1,0.34672464425945176,0.4773797154075614
2784,4,....OX..X,O,7,-1,-0.2,-0.36000000000000004
2784,5,....OX.OX,X,2,1,0.2,0.36000000000000004
2785,1,.........,X,8,1,0.5471917875463521,0.6377534300370817
2785,2,........X,O,6,-1,-0.44134099391741943,-0.5530727951339356
2785,3,......O.X,X,2,1,0.51222784,0.609782272
2785,4,..X...O.X,O,0,-1,-0.36000000000000004,-0.488
2785,5,O.X...O.X,X,5,1,0.67232,0.7378560000000001
2786,1,.........,X,8,1,0.6377534300370817,0.7102027440296654
2786,2,........X,O,1,-1,-0.6778982039344907,-0.7423185631475926
2786,3,.O......X,X,6,1,0.7378560000000001,0.7902848
2786,4,.O....X.X,O,3,-1,-0.2,-0.36000000000000004
2786,5,.O.O..X.X,X,4,1,0.488,0.5904
2786,6,.O.OX.X.X,O,0,-1,-0.36000000000000004,-0.488
2786,7,OO.OX.X.X,X,2,1,0.488,0.5904
2787,1,.........,X,8,0,0.7102027440296654,0.5681621952237323
2787,2,........X,O,3,0,-0.44540305407999997,-0.356322443264
2787,3,...O....X,X,4,0,0.39039999999999997,0.31232
2787,4,...OX...X,O,2,0,-0.36982784,-0.29586227200000004
2787,5,..OOX...X,X,1,0,0.50422784,0.403382272
2787,6,.XOOX...X,O,7,0,-0.06553600000000001,-0.05242880000000001
2787,7,.XOOX..OX,X,5,0,0.06553600000000001,0.05242880000000001
2787,8,.XOOXX.OX,O,0,0,0.0,0.0
2787,9,OXOOXX.OX,X,6,0,0.0,0.0
2788,1,.........,X,8,1,0.5681621952237323,0.6545297561789859
2788,2,........X,O,3,-1,-0.356322443264,-0.4850579546112
2788,3,...O....X,X,1,1,0.0,0.2
2788,4,.X.O....X,O,6,-1,0.2,-0.03999999999999998
2788,5,.X.O..O.X,X,0,1,0.0,0.2
2788,6,XX.O..O.X,O,7,-1,0.0,-0.2
2788,7,XX.O..OOX,X,2,1,0.0,0.2
2789,1,.........,X,8,0,0.6545297561789859,0.5236238049431887
