game,winner,plies,final_board
2545,X,5,O.XOX.X..
2546,O,8,OXOXXOX.O
2547,O,8,OOXXO.XXO
2548,X,7,.OXOXOX.X
2549,X,7,XO.OO.XXX
2550,X,7,.XXOX.XOO
2551,draw,9,OXXXOOOXX
2552,X,5,X..XOOX..
2553,X,5,X..X..XOO
2554,O,6,..XOOOX.X
2555,O,8,OXXOOXX.O
2556,O,8,OX.OXXOOX
2557,X,5,O.O...XXX
2558,draw,9,XOXXOOOXX
2559,O,8,X.OXOOOXX
2560,O,8,X.OOXOXXO
2561,O,8,OXOXXOX.O
2562,X,7,..OOOXXXX
2563,O,6,.X.OOOX.X
2564,X,9,XXXOOXOXO
2565,X,7,XXO.X.OOX
2566,X,7,XOOOXX..X
2567,O,8,X.OXOXOXO
2568,X,7,XXO.X.OOX
2569,X,7,XXXOO.O.X
2570,X,9,XOOOXXOXX
2571,X,7,XXOOX.O.X
2572,X,7,XXXXOO..O
2573,X,7,X.OXO.XOX
2574,X,5,XXX.O.O..
2575,X,7,XOXOOX..X
2576,X,5,XXX...OO.
2577,X,7,XOO.O.XXX
2578,X,9,OXXXXOOXO
2579,X,7,XXOOX.OX.
2580,X,7,OXXOOX..X
2581,X,7,X.OXXOXO.
2582,O,6,X..OOOX.X
2583,O,6,XX.OOO..X
2584,O,8,XO.OOXXOX
2585,X,9,XOXXXOXOO
2586,X,7,XXXOO.OX.
2587,O,6,.X.X.XOOO
2588,X,7,X.OO.OXXX
2589,draw,9,XXOOOXXXO
2590,X,9,XOXOXOXXO
2591,X,7,X.OO.OXXX
2592,draw,9,XOXOOXXXO
2593,O,8,X.OOXOXXO
2594,draw,9,OXOXXOXOX
2595,X,7,XXX.XOOO.
2596,X,7,XO.O.OXXX
2597,X,9,XXOOXOOXX
2598,X,9,XOXOOXOXX
2599,X,7,XOXOXO..X
2600,X,9,XXXOOXOXO
2601,X,7,XOX.OXO.X
2602,O,6,X...XXOOO
2603,O,8,X.OXOXOOX
2604,X,9,XXOXOXXOO
2605,X,5,XXX...OO.
2606,draw,9,XXOOOXXOX
2607,X,7,XOOXX..OX
2608,X,5,XXX...OO.
2609,X,7,XXOX.OXO.
2610,X,9,XXOOXOXOX
2611,X,9,XOXOXXXOO
2612,X,9,XXOOXOXOX
2613,O,8,XXOO.OXXO
2614,X,7,XOOXO.X.X
2615,X,9,XOXOXOXXO
2616,O,6,XX..X.OOO
2617,X,5,XXXO...O.
2618,draw,9,OXXXOOXOX
2619,X,5,O.XOX.X..
2620,X,7,XXOOXO.X.
2621,X,5,XXX.O..O.
2622,X,5,XXXO....O
2623,X,5,X...X.OOX
2624,X,5,XXX..OO..
2625,O,8,X.XOOOXOX
2626,X,7,XOXXO.X.O
2627,X,7,X.XXOOX.O
2628,X,7,OOXXXXO..
2629,X,7,X.O.XOXOX
2630,X,5,..X.OXO.X
2631,O,8,XXOOOXOX.
2632,O,8,X.OOOXOXX
2633,O,8,OXXXOO.XO
2634,draw,9,OXOOXXXOX
2635,draw,9,OXOOXXXOX
2636,draw,9,XXOOXXXOO
2637,X,7,OXOOXX.X.
2638,draw,9,OOXXXOOXX
2639,draw,9,OXOXXOXOX
2640,O,8,O.OXXOXXO
2641,X,7,.XOOX.XXO
2642,draw,9,XXOOXXXOO
2643,O,8,XXOO.OXXO
2644,X,7,XO.OX.XOX
2645,X,7,XXXOOX.O.
2646,draw,9,XOOOXXXXO
2647,O,6,X.OXOXO..
2648,X,7,X.OOO.XXX
2649,X,7,X.OOX.XOX
2650,X,7,XOXOX.X.O
2651,X,5,XOO.X...X
2652,X,7,XXX..OOXO
2653,draw,9,XXOOXXXOO
2654,draw,9,XXOOXXXOO
2655,O,6,X.XOOOX..
2656,X,5,XOOX..X..
2657,O,8,XXOOOOXX.
2658,X,7,XOXO.X.OX
2659,X,7,XXXOOX.O.
2660,X,7,XOXO.X.OX
2661,X,5,XXXO.O...
2662,X,5,X.OXO.X..
2663,draw,9,OOXXXOOXX
2664,draw,9,OXXXXOOOX
2665,O,8,XXO.XXOOO
2666,X,7,XO.X.XXOO
2667,X,7,XXO.X.OOX
2668,O,8,XXOXX.OOO
2669,draw,9,XOOOXXXXO
2670,O,8,X.XOOOOXX
2671,X,5,XO.XO.X..
2672,X,9,XOOOXXXOX
2673,X,7,O.OOX.XXX
2674,X,7,X..OXOXOX
2675,X,5,..XOX.XO.
2676,X,5,.OXOX.X..
2677,X,9,XXOOXOXOX
2678,draw,9,OXXXOOXOX
2679,O,6,X.O.XO.XO
2680,draw,9,OXXXOOXOX
2681,X,5,XO.X.OX..
2682,X,7,O.XOXOX.X
2683,X,7,O..OXOXXX
2684,draw,9,OOXXXOOXX
2685,X,7,XXX..OXOO
2686,X,7,O.X.OXXOX
2687,draw,9,OXXXOOXOX
2688,X,5,..X.OXO.X
2689,X,7,OXOOX.XX.
2690,draw,9,OXXXOOXOX
2691,X,7,OXOOX.XX.
2692,X,7,OX.OX.XXO
2693,O,8,O.XXOXXOO
2694,X,7,XXXO.OX.O
2695,X,9,OOXXOOXXX
2696,X,7,XXX.OOXO.
2697,X,7,X..XXOOOX
2698,X,7,O.X.XOXOX
2699,X,7,OOX.X.XOX
2700,O,6,.XO..OXXO
2701,X,5,O....OXXX
2702,X,7,XO.XXOX.O
2703,X,5,O.O...XXX
2704,draw,9,XOXOOXXXO
2705,X,7,X.XOXOX.O
2706,draw,9,XXOOOXXXO
2707,O,6,XX.OOOX..
2708,X,9,OOXXXXOXO
2709,draw,9,XOXXOOOXX
2710,draw,9,XOXOOXXXO
2711,draw,9,XOXOOXXXO
2712,X,9,XXXOOXXOO
2713,draw,9,XOXOOXXXO
2714,O,8,X.OOXOXXO
2715,X,9,OOXXXXOXO
2716,O,6,OXXOX.O..
2717,O,6,.O.XOX.OX
2718,X,5,....OOXXX
2719,draw,9,OXOOXXXOX
2720,X,5,X..X.OX.O
2721,O,6,O.XXO.X.O
2722,O,6,..OXO.OXX
2723,X,7,OX..XXOXO
2724,draw,9,OXOOXXXOX
2725,X,9,XXXXOOOOX
2726,draw,9,OXXXOOOXX
2727,O,6,OOOXX..X.
2728,X,9,OOXXXXOXO
2729,O,6,.XOXOXO..
2730,draw,9,OXXXOOOXX
2731,X,5,.OX..XO.X
2732,X,5,.OXO.X..X
2733,X,9,XOXOXXOOX
2734,X,7,XX.OXOO.X
2735,draw,9,XOXXOOOXX
2736,X,7,OOXOXX..X
2737,O,8,XOXOOO.XX
2738,X,5,.OX.OX..X
2739,X,7,XOX.OXO.X
2740,X,5,O.XOX.X..
2741,O,6,O.XOX.OX.
2742,O,8,OOXOXXOX.
2743,X,7,OOX..XOXX
2744,X,5,.OX..XO.X
2745,O,6,.OXXO..OX
2746,X,7,XXOXOOX..
2747,X,5,O.X..XO.X
2748,X,9,XOXXXOOOX
2749,X,7,.OXOXX.OX
2750,X,9,OXXOXXXOO
2751,X,9,OOXXXOXOX
2752,X,7,XOXOOX..X
2753,draw,9,OXXXOOOXX
2754,draw,9,XOXXXOOXO
2755,X,7,XXX..OXOO
2756,X,7,O.X.OOXXX
2757,X,7,X.XOX.OOX
2758,X,7,OOX.X.XOX
2759,O,8,XOXXX.OOO
2760,X,7,OOXXXX.O.
2761,O,8,.XXOOOXOX
2762,X,7,XXXOX.OO.
2763,X,7,O.XXXXOO.
2764,O,6,.XX.X.OOO
2765,X,5,XXX.O..O.
2766,O,6,XX...XOOO
2767,O,8,XOXOOXXO.
2768,O,8,XOO.OXOXX
2769,X,7,.XXOX.XOO
2770,O,6,.XX.X.OOO
2771,X,9,OOXXOOXXX
2772,X,9,OXXXOXOOX
2773,O,6,.XOXO.O.X
2774,O,8,XXOXO.OOX
2775,X,7,XOX.OXO.X
2776,X,7,XXOX..XOO
2777,O,8,XXO.OXOXO
2778,X,7,XOXO.XO.X
2779,X,7,X.X.OXOOX
2780,O,8,XOXXO.OOX
2781,X,5,..X.OXO.X
2782,X,9,OXXOOXXOX
2783,X,9,XOXXXOOOX
2784,X,5,..X.OX.OX
2785,X,5,O.X..XO.X
2786,X,7,OOXOX.X.X
2787,draw,9,OXOOXXXOX
2788,X,7,XXXO..OOX
2789,draw,9,XXOOOXXOX
2790,draw,9,XXOOOXXXO
2791,X,5,XXX.O.O..
2792,draw,9,XOXOOXXXO
2793,O,8,.XOXOXOOX
2794,X,7,XOXX.OX.O
2795,X,7,XXO.X.OOX
2796,X,5,XXX...OO.
2797,X,9,OOXXXXXOO
2798,draw,9,XOXOXXOXO
2799,X,5,XXXO.O...
2800,X,7,XXO.X.OOX
2801,O,8,OOOXOXX.X
2802,O,8,X.OOOXOXX
2803,draw,9,XXOOOXXOX
2804,O,8,XXO.XOXOO
2805,O,6,OXX.O.X.O
2806,O,6,.XX.X.OOO
2807,draw,9,XXOOOXXOX
2808,O,8,XXOOOXO.X
2809,draw,9,OXXXOOXOX
2810,X,9,XXOXOOXOX
2811,X,7,OXX.OX.OX
2812,O,6,.XO.O.OXX
2813,X,7,.XOOXO.XX
2814,O,8,XXOOOOX.X
2815,O,8,XXO.OXOOX
2816,X,5,....OOXXX
2817,O,6,.OX.O.XOX
2818,X,7,.X.OXXOXO
2819,X,7,X.O.XOOXX
2820,draw,9,XOOOXXXXO
2821,X,7,O..XXXXOO
2822,O,8,OOOXXO.XX
2823,X,5,X..X.OX.O
2824,O,8,.XOXXOXOO
2825,O,8,OOOXXO.XX
2826,X,7,X..XXOXOO
2827,draw,9,XOOOXXXXO
2828,X,9,OXOXXXXOO
2829,X,7,XOOXX.X.O
2830,X,7,O.OXXXX.O
2831,O,6,O..XOXX.O
2832,X,5,X..XOOX..
2833,X,7,O.OXXXX.O
2834,X,7,OO.XXXX.O
2835,O,8,OOX.OXXXO
2836,O,8,OXOXXOX.O
2837,O,6,O..XOXX.O
2838,X,5,X..OXO..X
2839,O,8,.XXXXOOOO
2840,O,6,.XO.O.OXX
2841,X,5,.OXO.X..X
2842,O,8,X.OXOOOXX
2843,X,7,.OXXOXO.X
2844,draw,9,XXOOOXXOX
2845,X,7,X.OXO.XOX
2846,X,5,OO....XXX
2847,draw,9,XXOOOXXOX
2848,draw,9,XXOOOXXOX
2849,draw,9,XXOOOXXOX
2850,X,5,..X.OXO.X
2851,X,7,XOXO.X.OX
2852,draw,9,XXOOOXXOX
2853,X,5,O.XO.X..X
2854,X,7,..XOOXXOX
2855,X,7,X.OOO.XXX
2856,X,9,XXOXXOOOX
2857,X,7,O.X.OXXOX
2858,draw,9,OXOOXXXOX
2859,X,5,X.OOX...X
2860,O,8,OOOOXX.XX
2861,X,7,XXXO.OO.X
2862,X,7,X.O.XXOOX
2863,X,9,XXOOXXOOX
2864,X,7,XO.OXOX.X
2865,X,7,OOXO.X.XX
2866,X,5,XOO.X...X
2867,draw,9,OXOOXXXOX
2868,X,7,XO.OX.XOX
2869,X,7,XXXO.OO.X
2870,O,6,OOO.X..XX
2871,X,9,OXOXXXOOX
2872,draw,9,XXOOOXXOX
2873,draw,9,XXOOOXXOX
2874,X,5,....OOXXX
2875,X,5,.O..O.XXX
2876,X,7,OOX.X.XOX
2877,draw,9,OXOOXXXOX
2878,O,6,O.XO..OXX
2879,X,7,XXOOXO..X
2880,draw,9,OXOOXXXOX
2881,draw,9,XOXOOXXXO
2882,X,5,X..OXO..X
2883,X,7,X.O.XOOXX
2884,O,6,O.XOX.OX.
2885,O,8,XXOXOOO.X
2886,O,6,X.XOOO..X
2887,O,8,O.OXOXOXX
2888,draw,9,OXOOXXXOX
2889,X,5,..X.OXO.X
2890,X,5,.OX.X.XO.
2891,O,8,OOOX.XXOX
2892,O,8,OXOO.XOXX
2893,X,7,XXOX..XOO
2894,X,7,XOX.X.OOX
2895,X,7,XXX.OOXO.
2896,X,5,.OX..X.OX
2897,O,6,X.XX..OOO
2898,X,7,X.XXO.XOO
2899,X,5,XXXO...O.
2900,X,7,XXXO..XOO
2901,X,5,XXX.O..O.
2902,X,5,XXX..OO..
2903,draw,9,OXOOXXXOX
2904,X,5,XXX.O.O..
2905,X,7,XXX..OXOO
2906,X,5,O.X.OX..X
2907,O,8,OXX.OOXXO
2908,X,7,X.XXO.XOO
2909,X,7,O.XXXOX.O
2910,X,7,X.XXO.XOO
2911,draw,9,OXXXOOXOX
2912,X,9,XXOXOXXOO
2913,X,7,O.XXXOX.O
2914,O,8,XXO.XXOOO
2915,X,5,.OX..XO.X
2916,X,7,OOX.O.XXX
2917,X,7,OXXOX.X.O
2918,X,5,XXXO.O...
2919,X,5,XXX.O..O.
2920,O,6,X.X.X.OOO
2921,O,8,XOXXX.OOO
2922,O,6,.XX..XOOO
2923,X,7,XXX.OOX.O
2924,O,6,O..XOXX.O
2925,X,7,OX..XOOXX
2926,draw,9,XXOOOXXOX
2927,O,8,XX.OOOXOX
2928,X,7,.XX.XOXOO
2929,X,5,..O..OXXX
2930,X,7,XOO.X.XOX
2931,X,7,OXX.XOX.O
2932,X,7,OXX.XOX.O
2933,O,6,OOOX..X.X
2934,X,9,XOOOXXXOX
2935,X,7,XO.OX.XOX
2936,draw,9,XXOOXXXOO
2937,draw,9,OXOXOXXOX
2938,draw,9,XXOOXXXOO
2939,O,8,OOOXXOX.X
2940,X,9,OOXXXOXXO
2941,X,5,..O..OXXX
2942,O,8,OOXXO.XXO
2943,O,8,OOXXOX.XO
2944,draw,9,XXOOXXXOO
2945,X,7,O.OOX.XXX
2946,X,7,.OO.XOXXX
2947,O,6,OX.OX.O.X
2948,draw,9,XXOOOXXOX
2949,X,5,.O..O.XXX
2950,O,6,OX.O.XO.X
2951,draw,9,XXOOXXXOO
2952,draw,9,XXOOXXXOO
2953,draw,9,XXOOXXXOO
2954,O,6,X...XXOOO
2955,X,7,.XOOX.XXO
2956,draw,9,XOOOXXXXO
2957,X,7,.XXOX.XOO
2958,X,7,XXOXO.X.O
2959,X,7,O.X.XXXOO
2960,draw,9,OXXXOOOXX
2961,draw,9,OXXXOOXOX
2962,draw,9,XOOOXXXXO
2963,X,7,X.OO.OXXX
2964,O,6,X..OOOXX.
2965,X,7,OXOXXO.X.
2966,X,7,XXOX..XOO
2967,draw,9,OXXXOOXOX
2968,O,8,XX.OOOXXO
2969,O,8,XOXOOXXO.
2970,X,5,..XOX.XO.
2971,O,8,O.OXXOXXO
2972,O,8,X.XOOOXOX
2973,X,5,X..OX.O.X
2974,X,7,XO.OXOX.X
2975,O,6,X..OOOX.X
2976,X,7,X..OXOXOX
2977,draw,9,OXOXOXXOX
2978,X,7,XXOOXO..X
2979,O,6,O.XOX.O.X
2980,X,5,..X.OX.OX
2981,O,8,OOOXXOX.X
2982,X,5,X..OX.O.X
2983,O,8,OX.OOXXXO
2984,X,5,X..OXO..X
2985,X,5,X..OX.O.X
2986,draw,9,OXOXXOXOX
2987,O,6,.O..OXXOX
2988,draw,9,XXOOOXXOX
2989,draw,9,XXOOOXXOX
2990,X,9,OXXOOXXOX
2991,X,7,XO.OXXO.X
2992,O,8,O.OXOXXXO
2993,O,8,OOOX.XXXO
2994,O,8,XO.OOXXOX
2995,X,5,OX.OX..X.
2996,draw,9,XOXOXXOXO
2997,draw,9,OXOOXXXOX
2998,X,5,OX..X.OX.
2999,X,5,OX..X.OX.
