game,agent_mark,ply,board,player,action,after
228,X,4,.....OXX.,O,3,...O.OXX.
228,X,5,...O.OXX.,X,2,..XO.OXX.
228,X,6,..XO.OXX.,O,0,O.XO.OXX.
228,X,7,O.XO.OXX.,X,4,O.XOXOXX.
229,O,1,.........,X,1,.X.......
229,O,2,.X.......,O,8,.X......O
229,O,3,.X......O,X,2,.XX.....O
229,O,4,.XX.....O,O,4,.XX.O...O
229,O,5,.XX.O...O,X,7,.XX.O..XO
229,O,6,.XX.O..XO,O,0,OXX.O..XO
230,X,1,.........,X,3,...X.....
230,X,2,...X.....,O,0,O..X.....
230,X,3,O..X.....,X,7,O..X...X.
230,X,4,O..X...X.,O,6,O..X..OX.
230,X,5,O..X..OX.,X,8,O..X..OXX
230,X,6,O..X..OXX,O,1,OO.X..OXX
230,X,7,OO.X..OXX,X,2,OOXX..OXX
230,X,8,OOXX..OXX,O,5,OOXX.OOXX
230,X,9,OOXX.OOXX,X,4,OOXXXOOXX
231,O,1,.........,X,3,...X.....
231,O,2,...X.....,O,2,..OX.....
231,O,3,..OX.....,X,0,X.OX.....
231,O,4,X.OX.....,O,6,X.OX..O..
231,O,5,X.OX..O..,X,7,X.OX..OX.
231,O,6,X.OX..OX.,O,5,X.OX.OOX.
231,O,7,X.OX.OOX.,X,8,X.OX.OOXX
231,O,8,X.OX.OOXX,O,4,X.OXOOOXX
232,X,1,.........,X,1,.X.......
232,X,2,.X.......,O,7,.X.....O.
232,X,3,.X.....O.,X,5,.X...X.O.
232,X,4,.X...X.O.,O,0,OX...X.O.
232,X,5,OX...X.O.,X,4,OX..XX.O.
232,X,6,OX..XX.O.,O,3,OX.OXX.O.
232,X,7,OX.OXX.O.,X,8,OX.OXX.OX
232,X,8,OX.OXX.OX,O,2,OXOOXX.OX
232,X,9,OXOOXX.OX,X,6,OXOOXXXOX
233,O,1,.........,X,5,.....X...
233,O,2,.....X...,O,6,.....XO..
233,O,3,.....XO..,X,8,.....XO.X
233,O,4,.....XO.X,O,0,O....XO.X
233,O,5,O....XO.X,X,7,O....XOXX
233,O,6,O....XOXX,O,2,O.O..XOXX
233,O,7,O.O..XOXX,X,3,O.OX.XOXX
233,O,8,O.OX.XOXX,O,4,O.OXOXOXX
234,X,1,.........,X,1,.X.......
234,X,2,.X.......,O,7,.X.....O.
234,X,3,.X.....O.,X,2,.XX....O.
234,X,4,.XX....O.,O,4,.XX.O..O.
234,X,5,.XX.O..O.,X,3,.XXXO..O.
234,X,6,.XXXO..O.,O,8,.XXXO..OO
234,X,7,.XXXO..OO,X,6,.XXXO.XOO
234,X,8,.XXXO.XOO,O,5,.XXXOOXOO
234,X,9,.XXXOOXOO,X,0,XXXXOOXOO
235,O,1,.........,X,4,....X....
235,O,2,....X....,O,5,....XO...
235,O,3,....XO...,X,6,....XOX..
235,O,4,....XOX..,O,3,...OXOX..
235,O,5,...OXOX..,X,1,.X.OXOX..
235,O,6,.X.OXOX..,O,7,.X.OXOXO.
235,O,7,.X.OXOXO.,X,8,.X.OXOXOX
235,O,8,.X.OXOXOX,O,0,OX.OXOXOX
235,O,9,OX.OXOXOX,X,2,OXXOXOXOX
236,X,1,.........,X,6,......X..
236,X,2,......X..,O,7,......XO.
236,X,3,......XO.,X,2,..X...XO.
236,X,4,..X...XO.,O,4,..X.O.XO.
236,X,5,..X.O.XO.,X,0,X.X.O.XO.
236,X,6,X.X.O.XO.,O,5,X.X.OOXO.
236,X,7,X.X.OOXO.,X,3,X.XXOOXO.
237,O,1,.........,X,1,.X.......
237,O,2,.X.......,O,5,.X...O...
237,O,3,.X...O...,X,6,.X...OX..
237,O,4,.X...OX..,O,4,.X..OOX..
237,O,5,.X..OOX..,X,0,XX..OOX..
237,O,6,XX..OOX..,O,2,XXO.OOX..
237,O,7,XXO.OOX..,X,7,XXO.OOXX.
237,O,8,XXO.OOXX.,O,8,XXO.OOXXO
238,X,1,.........,X,0,X........
238,X,2,X........,O,4,X...O....
238,X,3,X...O....,X,3,X..XO....
238,X,4,X..XO....,O,1,XO.XO....
238,X,5,XO.XO....,X,6,XO.XO.X..
239,O,1,.........,X,8,........X
239,O,2,........X,O,0,O.......X
239,O,3,O.......X,X,5,O....X..X
239,O,4,O....X..X,O,7,O....X.OX
239,O,5,O....X.OX,X,3,O..X.X.OX
239,O,6,O..X.X.OX,O,6,O..X.XOOX
239,O,7,O..X.XOOX,X,1,OX.X.XOOX
239,O,8,OX.X.XOOX,O,4,OX.XOXOOX
239,O,9,OX.XOXOOX,X,2,OXXXOXOOX
240,X,1,.........,X,0,X........
240,X,2,X........,O,1,XO.......
240,X,3,XO.......,X,3,XO.X.....
240,X,4,XO.X.....,O,2,XOOX.....
240,X,5,XOOX.....,X,8,XOOX....X
240,X,6,XOOX....X,O,4,XOOXO...X
240,X,7,XOOXO...X,X,6,XOOXO.X.X
241,O,1,.........,X,2,..X......
241,O,2,..X......,O,0,O.X......
241,O,3,O.X......,X,4,O.X.X....
241,O,4,O.X.X....,O,5,O.X.XO...
241,O,5,O.X.XO...,X,1,OXX.XO...
241,O,6,OXX.XO...,O,7,OXX.XO.O.
241,O,7,OXX.XO.O.,X,8,OXX.XO.OX
241,O,8,OXX.XO.OX,O,3,OXXOXO.OX
241,O,9,OXXOXO.OX,X,6,OXXOXOXOX
242,X,1,.........,X,4,....X....
242,X,2,....X....,O,8,....X...O
242,X,3,....X...O,X,3,...XX...O
242,X,4,...XX...O,O,7,...XX..OO
242,X,5,...XX..OO,X,6,...XX.XOO
242,X,6,...XX.XOO,O,2,..OXX.XOO
242,X,7,..OXX.XOO,X,5,..OXXXXOO
243,O,1,.........,X,7,.......X.
243,O,2,.......X.,O,8,.......XO
243,O,3,.......XO,X,2,..X....XO
243,O,4,..X....XO,O,0,O.X....XO
243,O,5,O.X....XO,X,1,OXX....XO
243,O,6,OXX....XO,O,5,OXX..O.XO
243,O,7,OXX..O.XO,X,6,OXX..OXXO
243,O,8,OXX..OXXO,O,3,OXXO.OXXO
243,O,9,OXXO.OXXO,X,4,OXXOXOXXO
244,X,1,.........,X,8,........X
244,X,2,........X,O,3,...O....X
244,X,3,...O....X,X,0,X..O....X
244,X,4,X..O....X,O,7,X..O...OX
244,X,5,X..O...OX,X,4,X..OX..OX
245,O,1,.........,X,2,..X......
245,O,2,..X......,O,5,..X..O...
245,O,3,..X..O...,X,4,..X.XO...
245,O,4,..X.XO...,O,6,..X.XOO..
245,O,5,..X.XOO..,X,3,..XXXOO..
245,O,6,..XXXOO..,O,8,..XXXOO.O
245,O,7,..XXXOO.O,X,1,.XXXXOO.O
245,O,8,.XXXXOO.O,O,7,.XXXXOOOO
246,X,1,.........,X,4,....X....
246,X,2,....X....,O,1,.O..X....
246,X,3,.O..X....,X,8,.O..X...X
246,X,4,.O..X...X,O,6,.O..X.O.X
246,X,5,.O..X.O.X,X,2,.OX.X.O.X
246,X,6,.OX.X.O.X,O,5,.OX.XOO.X
246,X,7,.OX.XOO.X,X,0,XOX.XOO.X
247,O,1,.........,X,5,.....X...
247,O,2,.....X...,O,6,.....XO..
247,O,3,.....XO..,X,0,X....XO..
247,O,4,X....XO..,O,4,X...OXO..
247,O,5,X...OXO..,X,2,X.X.OXO..
247,O,6,X.X.OXO..,O,1,XOX.OXO..
247,O,7,XOX.OXO..,X,7,XOX.OXOX.
247,O,8,XOX.OXOX.,O,3,XOXOOXOX.
247,O,9,XOXOOXOX.,X,8,XOXOOXOXX
248,X,1,.........,X,7,.......X.
248,X,2,.......X.,O,1,.O.....X.
248,X,3,.O.....X.,X,6,.O....XX.
248,X,4,.O....XX.,O,2,.OO...XX.
248,X,5,.OO...XX.,X,8,.OO...XXX
249,O,1,.........,X,4,....X....
249,O,2,....X....,O,2,..O.X....
249,O,3,..O.X....,X,5,..O.XX...
249,O,4,..O.XX...,O,3,..OOXX...
249,O,5,..OOXX...,X,6,..OOXXX..
249,O,6,..OOXXX..,O,1,.OOOXXX..
249,O,7,.OOOXXX..,X,0,XOOOXXX..
249,O,8,XOOOXXX..,O,8,XOOOXXX.O
249,O,9,XOOOXXX.O,X,7,XOOOXXXXO
250,X,1,.........,X,7,.......X.
250,X,2,.......X.,O,6,......OX.
250,X,3,......OX.,X,3,...X..OX.
250,X,4,...X..OX.,O,2,..OX..OX.
250,X,5,..OX..OX.,X,0,X.OX..OX.
250,X,6,X.OX..OX.,O,1,XOOX..OX.
250,X,7,XOOX..OX.,X,4,XOOXX.OX.
250,X,8,XOOXX.OX.,O,8,XOOXX.OXO
250,X,9,XOOXX.OXO,X,5,XOOXXXOXO
251,O,1,.........,X,4,....X....
251,O,2,....X....,O,2,..O.X....
251,O,3,..O.X....,X,5,..O.XX...
251,O,4,..O.XX...,O,0,O.O.XX...
251,O,5,O.O.XX...,X,1,OXO.XX...
251,O,6,OXO.XX...,O,8,OXO.XX..O
251,O,7,OXO.XX..O,X,7,OXO.XX.XO
252,X,1,.........,X,4,....X....
252,X,2,....X....,O,0,O...X....
252,X,3,O...X....,X,8,O...X...X
252,X,4,O...X...X,O,3,O..OX...X
252,X,5,O..OX...X,X,6,O..OX.X.X
252,X,6,O..OX.X.X,O,5,O..OXOX.X
252,X,7,O..OXOX.X,X,2,O.XOXOX.X
253,O,1,.........,X,0,X........
253,O,2,X........,O,2,X.O......
253,O,3,X.O......,X,7,X.O....X.
253,O,4,X.O....X.,O,4,X.O.O..X.
253,O,5,X.O.O..X.,X,6,X.O.O.XX.
253,O,6,X.O.O.XX.,O,5,X.O.OOXX.
253,O,7,X.O.OOXX.,X,8,X.O.OOXXX
254,X,1,.........,X,8,........X
254,X,2,........X,O,0,O.......X
254,X,3,O.......X,X,3,O..X....X
254,X,4,O..X....X,O,2,O.OX....X
254,X,5,O.OX....X,X,6,O.OX..X.X
254,X,6,O.OX..X.X,O,5,O.OX.OX.X
254,X,7,O.OX.OX.X,X,1,OXOX.OX.X
254,X,8,OXOX.OX.X,O,7,OXOX.OXOX
254,X,9,OXOX.OXOX,X,4,OXOXXOXOX
255,O,1,.........,X,0,X........
255,O,2,X........,O,4,X...O....
255,O,3,X...O....,X,8,X...O...X
255,O,4,X...O...X,O,6,X...O.O.X
255,O,5,X...O.O.X,X,3,X..XO.O.X
255,O,6,X..XO.O.X,O,2,X.OXO.O.X
256,X,1,.........,X,5,.....X...
256,X,2,.....X...,O,4,....OX...
256,X,3,....OX...,X,6,....OXX..
256,X,4,....OXX..,O,3,...OOXX..
256,X,5,...OOXX..,X,1,.X.OOXX..
256,X,6,.X.OOXX..,O,8,.X.OOXX.O
256,X,7,.X.OOXX.O,X,0,XX.OOXX.O
256,X,8,XX.OOXX.O,O,2,XXOOOXX.O
256,X,9,XXOOOXX.O,X,7,XXOOOXXXO
257,O,1,.........,X,7,.......X.
257,O,2,.......X.,O,5,.....O.X.
257,O,3,.....O.X.,X,0,X....O.X.
257,O,4,X....O.X.,O,3,X..O.O.X.
257,O,5,X..O.O.X.,X,4,X..OXO.X.
257,O,6,X..OXO.X.,O,1,XO.OXO.X.
257,O,7,XO.OXO.X.,X,8,XO.OXO.XX
258,X,1,.........,X,6,......X..
258,X,2,......X..,O,0,O.....X..
258,X,3,O.....X..,X,7,O.....XX.
258,X,4,O.....XX.,O,3,O..O..XX.
258,X,5,O..O..XX.,X,5,O..O.XXX.
258,X,6,O..O.XXX.,O,4,O..OOXXX.
258,X,7,O..OOXXX.,X,8,O..OOXXXX
259,O,1,.........,X,4,....X....
259,O,2,....X....,O,7,....X..O.
259,O,3,....X..O.,X,3,...XX..O.
259,O,4,...XX..O.,O,5,...XXO.O.
259,O,5,...XXO.O.,X,6,...XXOXO.
259,O,6,...XXOXO.,O,1,.O.XXOXO.
259,O,7,.O.XXOXO.,X,2,.OXXXOXO.
260,X,1,.........,X,0,X........
260,X,2,X........,O,5,X....O...
260,X,3,X....O...,X,2,X.X..O...
260,X,4,X.X..O...,O,8,X.X..O..O
260,X,5,X.X..O..O,X,3,X.XX.O..O
260,X,6,X.XX.O..O,O,4,X.XXOO..O
260,X,7,X.XXOO..O,X,1,XXXXOO..O
261,O,1,.........,X,8,........X
261,O,2,........X,O,2,..O.....X
261,O,3,..O.....X,X,3,..OX....X
261,O,4,..OX....X,O,1,.OOX....X
261,O,5,.OOX....X,X,6,.OOX..X.X
261,O,6,.OOX..X.X,O,7,.OOX..XOX
261,O,7,.OOX..XOX,X,5,.OOX.XXOX
261,O,8,.OOX.XXOX,O,4,.OOXOXXOX
262,X,1,.........,X,2,..X......
262,X,2,..X......,O,8,..X.....O
262,X,3,..X.....O,X,5,..X..X..O
262,X,4,..X..X..O,O,7,..X..X.OO
262,X,5,..X..X.OO,X,6,..X..XXOO
262,X,6,..X..XXOO,O,0,O.X..XXOO
262,X,7,O.X..XXOO,X,3,O.XX.XXOO
262,X,8,O.XX.XXOO,O,4,O.XXOXXOO
263,O,1,.........,X,2,..X......
263,O,2,..X......,O,7,..X....O.
263,O,3,..X....O.,X,8,..X....OX
263,O,4,..X....OX,O,5,..X..O.OX
263,O,5,..X..O.OX,X,3,..XX.O.OX
263,O,6,..XX.O.OX,O,1,.OXX.O.OX
263,O,7,.OXX.O.OX,X,0,XOXX.O.OX
263,O,8,XOXX.O.OX,O,6,XOXX.OOOX
263,O,9,XOXX.OOOX,X,4,XOXXXOOOX
264,X,1,.........,X,8,........X
264,X,2,........X,O,7,.......OX
264,X,3,.......OX,X,2,..X....OX
264,X,4,..X....OX,O,4,..X.O..OX
264,X,5,..X.O..OX,X,3,..XXO..OX
264,X,6,..XXO..OX,O,0,O.XXO..OX
264,X,7,O.XXO..OX,X,6,O.XXO.XOX
264,X,8,O.XXO.XOX,O,1,OOXXO.XOX
265,O,1,.........,X,2,..X......
265,O,2,..X......,O,3,..XO.....
265,O,3,..XO.....,X,0,X.XO.....
265,O,4,X.XO.....,O,4,X.XOO....
265,O,5,X.XOO....,X,7,X.XOO..X.
265,O,6,X.XOO..X.,O,8,X.XOO..XO
265,O,7,X.XOO..XO,X,1,XXXOO..XO
266,X,1,.........,X,1,.X.......
266,X,2,.X.......,O,5,.X...O...
266,X,3,.X...O...,X,3,.X.X.O...
266,X,4,.X.X.O...,O,8,.X.X.O..O
266,X,5,.X.X.O..O,X,0,XX.X.O..O
266,X,6,XX.X.O..O,O,7,XX.X.O.OO
266,X,7,XX.X.O.OO,X,2,XXXX.O.OO
267,O,1,.........,X,1,.X.......
267,O,2,.X.......,O,2,.XO......
267,O,3,.XO......,X,4,.XO.X....
267,O,4,.XO.X....,O,3,.XOOX....
267,O,5,.XOOX....,X,6,.XOOX.X..
267,O,6,.XOOX.X..,O,7,.XOOX.XO.
267,O,7,.XOOX.XO.,X,8,.XOOX.XOX
267,O,8,.XOOX.XOX,O,0,OXOOX.XOX
267,O,9,OXOOX.XOX,X,5,OXOOXXXOX
268,X,1,.........,X,4,....X....
268,X,2,....X....,O,6,....X.O..
268,X,3,....X.O..,X,2,..X.X.O..
268,X,4,..X.X.O..,O,8,..X.X.O.O
268,X,5,..X.X.O.O,X,0,X.X.X.O.O
268,X,6,X.X.X.O.O,O,7,X.X.X.OOO
269,O,1,.........,X,3,...X.....
269,O,2,...X.....,O,2,..OX.....
269,O,3,..OX.....,X,6,..OX..X..
269,O,4,..OX..X..,O,8,..OX..X.O
269,O,5,..OX..X.O,X,7,..OX..XXO
269,O,6,..OX..XXO,O,5,..OX.OXXO
270,X,1,.........,X,2,..X......
270,X,2,..X......,O,6,..X...O..
270,X,3,..X...O..,X,7,..X...OX.
270,X,4,..X...OX.,O,5,..X..OOX.
270,X,5,..X..OOX.,X,4,..X.XOOX.
270,X,6,..X.XOOX.,O,1,.OX.XOOX.
270,X,7,.OX.XOOX.,X,3,.OXXXOOX.
270,X,8,.OXXXOOX.,O,0,OOXXXOOX.
270,X,9,OOXXXOOX.,X,8,OOXXXOOXX
271,O,1,.........,X,5,.....X...
271,O,2,.....X...,O,3,...O.X...
271,O,3,...O.X...,X,2,..XO.X...
271,O,4,..XO.X...,O,6,..XO.XO..
271,O,5,..XO.XO..,X,0,X.XO.XO..
271,O,6,X.XO.XO..,O,1,XOXO.XO..
271,O,7,XOXO.XO..,X,7,XOXO.XOX.
271,O,8,XOXO.XOX.,O,4,XOXOOXOX.
271,O,9,XOXOOXOX.,X,8,XOXOOXOXX
272,X,1,.........,X,6,......X..
272,X,2,......X..,O,7,......XO.
272,X,3,......XO.,X,5,.....XXO.
272,X,4,.....XXO.,O,8,.....XXOO
272,X,5,.....XXOO,X,3,...X.XXOO
272,X,6,...X.XXOO,O,4,...XOXXOO
272,X,7,...XOXXOO,X,1,.X.XOXXOO
272,X,8,.X.XOXXOO,O,2,.XOXOXXOO
272,X,9,.XOXOXXOO,X,0,XXOXOXXOO
273,O,1,.........,X,8,........X
273,O,2,........X,O,0,O.......X
273,O,3,O.......X,X,5,O....X..X
273,O,4,O....X..X,O,1,OO...X..X
273,O,5,OO...X..X,X,7,OO...X.XX
273,O,6,OO...X.XX,O,4,OO..OX.XX
273,O,7,OO..OX.XX,X,3,OO.XOX.XX
273,O,8,OO.XOX.XX,O,2,OOOXOX.XX
274,X,1,.........,X,7,.......X.
274,X,2,.......X.,O,0,O......X.
274,X,3,O......X.,X,1,OX.....X.
274,X,4,OX.....X.,O,3,OX.O...X.
274,X,5,OX.O...X.,X,6,OX.O..XX.
274,X,6,OX.O..XX.,O,4,OX.OO.XX.
274,X,7,OX.OO.XX.,X,2,OXXOO.XX.
274,X,8,OXXOO.XX.,O,5,OXXOOOXX.
275,O,1,.........,X,2,..X......
275,O,2,..X......,O,0,O.X......
275,O,3,O.X......,X,3,O.XX.....
275,O,4,O.XX.....,O,6,O.XX..O..
275,O,5,O.XX..O..,X,7,O.XX..OX.
275,O,6,O.XX..OX.,O,8,O.XX..OXO
275,O,7,O.XX..OXO,X,5,O.XX.XOXO
275,O,8,O.XX.XOXO,O,4,O.XXOXOXO
276,X,1,.........,X,2,..X......
276,X,2,..X......,O,3,..XO.....
276,X,3,..XO.....,X,0,X.XO.....
276,X,4,X.XO.....,O,7,X.XO...O.
276,X,5,X.XO...O.,X,8,X.XO...OX
276,X,6,X.XO...OX,O,6,X.XO..OOX
276,X,7,X.XO..OOX,X,5,X.XO.XOOX
277,O,1,.........,X,6,......X..
277,O,2,......X..,O,8,......X.O
277,O,3,......X.O,X,4,....X.X.O
277,O,4,....X.X.O,O,5,....XOX.O
277,O,5,....XOX.O,X,1,.X..XOX.O
277,O,6,.X..XOX.O,O,0,OX..XOX.O
277,O,7,OX..XOX.O,X,3,OX.XXOX.O
277,O,8,OX.XXOX.O,O,7,OX.XXOXOO
277,O,9,OX.XXOXOO,X,2,OXXXXOXOO
278,X,1,.........,X,4,....X....
278,X,2,....X....,O,5,....XO...
278,X,3,....XO...,X,3,...XXO...
278,X,4,...XXO...,O,8,...XXO..O
278,X,5,...XXO..O,X,1,.X.XXO..O
278,X,6,.X.XXO..O,O,6,.X.XXOO.O
278,X,7,.X.XXOO.O,X,2,.XXXXOO.O
278,X,8,.XXXXOO.O,O,7,.XXXXOOOO
279,O,1,.........,X,2,..X......
279,O,2,..X......,O,7,..X....O.
279,O,3,..X....O.,X,1,.XX....O.
279,O,4,.XX....O.,O,3,.XXO...O.
279,O,5,.XXO...O.,X,6,.XXO..XO.
279,O,6,.XXO..XO.,O,0,OXXO..XO.
279,O,7,OXXO..XO.,X,5,OXXO.XXO.
279,O,8,OXXO.XXO.,O,4,OXXOOXXO.
279,O,9,OXXOOXXO.,X,8,OXXOOXXOX
280,X,1,.........,X,1,.X.......
280,X,2,.X.......,O,2,.XO......
280,X,3,.XO......,X,3,.XOX.....
280,X,4,.XOX.....,O,5,.XOX.O...
280,X,5,.XOX.O...,X,8,.XOX.O..X
280,X,6,.XOX.O..X,O,0,OXOX.O..X
280,X,7,OXOX.O..X,X,6,OXOX.OX.X
280,X,8,OXOX.OX.X,O,4,OXOXOOX.X
280,X,9,OXOXOOX.X,X,7,OXOXOOXXX
281,O,1,.........,X,8,........X
281,O,2,........X,O,2,..O.....X
281,O,3,..O.....X,X,0,X.O.....X
281,O,4,X.O.....X,O,7,X.O....OX
281,O,5,X.O....OX,X,3,X.OX...OX
281,O,6,X.OX...OX,O,6,X.OX..OOX
281,O,7,X.OX..OOX,X,5,X.OX.XOOX
281,O,8,X.OX.XOOX,O,1,XOOX.XOOX
281,O,9,XOOX.XOOX,X,4,XOOXXXOOX
282,X,1,.........,X,8,........X
282,X,2,........X,O,4,....O...X
282,X,3,....O...X,X,7,....O..XX
282,X,4,....O..XX,O,2,..O.O..XX
282,X,5,..O.O..XX,X,1,.XO.O..XX
282,X,6,.XO.O..XX,O,0,OXO.O..XX
282,X,7,OXO.O..XX,X,6,OXO.O.XXX
283,O,1,.........,X,2,..X......
283,O,2,..X......,O,1,.OX......
283,O,3,.OX......,X,7,.OX....X.
283,O,4,.OX....X.,O,5,.OX..O.X.
283,O,5,.OX..O.X.,X,6,.OX..OXX.
283,O,6,.OX..OXX.,O,4,.OX.OOXX.
283,O,7,.OX.OOXX.,X,0,XOX.OOXX.
283,O,8,XOX.OOXX.,O,3,XOXOOOXX.
284,X,1,.........,X,0,X........
284,X,2,X........,O,3,X..O.....
284,X,3,X..O.....,X,8,X..O....X
284,X,4,X..O....X,O,7,X..O...OX
284,X,5,X..O...OX,X,6,X..O..XOX
284,X,6,X..O..XOX,O,5,X..O.OXOX
284,X,7,X..O.OXOX,X,2,X.XO.OXOX
284,X,8,X.XO.OXOX,O,4,X.XOOOXOX
285,O,1,.........,X,3,...X.....
285,O,2,...X.....,O,6,...X..O..
285,O,3,...X..O..,X,4,...XX.O..
285,O,4,...XX.O..,O,5,...XXOO..
285,O,5,...XXOO..,X,0,X..XXOO..
285,O,6,X..XXOO..,O,8,X..XXOO.O
285,O,7,X..XXOO.O,X,1,XX.XXOO.O
285,O,8,XX.XXOO.O,O,2,XXOXXOO.O
286,X,1,.........,X,7,.......X.
286,X,2,.......X.,O,6,......OX.
286,X,3,......OX.,X,2,..X...OX.
286,X,4,..X...OX.,O,8,..X...OXO
286,X,5,..X...OXO,X,5,..X..XOXO
286,X,6,..X..XOXO,O,4,..X.OXOXO
286,X,7,..X.OXOXO,X,1,.XX.OXOXO
286,X,8,.XX.OXOXO,O,3,.XXOOXOXO
286,X,9,.XXOOXOXO,X,0,XXXOOXOXO
287,O,1,.........,X,0,X........
287,O,2,X........,O,2,X.O......
287,O,3,X.O......,X,8,X.O.....X
287,O,4,X.O.....X,O,1,XOO.....X
287,O,5,XOO.....X,X,3,XOOX....X
287,O,6,XOOX....X,O,7,XOOX...OX
287,O,7,XOOX...OX,X,5,XOOX.X.OX
287,O,8,XOOX.X.OX,O,4,XOOXOX.OX
288,X,1,.........,X,5,.....X...
288,X,2,.....X...,O,8,.....X..O
288,X,3,.....X..O,X,7,.....X.XO
288,X,4,.....X.XO,O,0,O....X.XO
288,X,5,O....X.XO,X,2,O.X..X.XO
288,X,6,O.X..X.XO,O,6,O.X..XOXO
288,X,7,O.X..XOXO,X,1,OXX..XOXO
288,X,8,OXX..XOXO,O,3,OXXO.XOXO
289,O,1,.........,X,0,X........
289,O,2,X........,O,4,X...O....
289,O,3,X...O....,X,5,X...OX...
289,O,4,X...OX...,O,7,X...OX.O.
289,O,5,X...OX.O.,X,6,X...OXXO.
289,O,6,X...OXXO.,O,8,X...OXXOO
289,O,7,X...OXXOO,X,2,X.X.OXXOO
289,O,8,X.X.OXXOO,O,3,X.XOOXXOO
289,O,9,X.XOOXXOO,X,1,XXXOOXXOO
290,X,1,.........,X,8,........X
290,X,2,........X,O,2,..O.....X
290,X,3,..O.....X,X,3,..OX....X
290,X,4,..OX....X,O,0,O.OX....X
290,X,5,O.OX....X,X,5,O.OX.X..X
290,X,6,O.OX.X..X,O,7,O.OX.X.OX
290,X,7,O.OX.X.OX,X,1,OXOX.X.OX
290,X,8,OXOX.X.OX,O,4,OXOXOX.OX
290,X,9,OXOXOX.OX,X,6,OXOXOXXOX
291,O,1,.........,X,7,.......X.
291,O,2,.......X.,O,3,...O...X.
291,O,3,...O...X.,X,5,...O.X.X.
291,O,4,...O.X.X.,O,6,...O.XOX.
291,O,5,...O.XOX.,X,0,X..O.XOX.
291,O,6,X..O.XOX.,O,8,X..O.XOXO
291,O,7,X..O.XOXO,X,2,X.XO.XOXO
291,O,8,X.XO.XOXO,O,4,X.XOOXOXO
291,O,9,X.XOOXOXO,X,1,XXXOOXOXO
292,X,1,.........,X,2,..X......
292,X,2,..X......,O,5,..X..O...
292,X,3,..X..O...,X,0,X.X..O...
292,X,4,X.X..O...,O,6,X.X..OO..
292,X,5,X.X..OO..,X,7,X.X..OOX.
292,X,6,X.X..OOX.,O,3,X.XO.OOX.
292,X,7,X.XO.OOX.,X,8,X.XO.OOXX
292,X,8,X.XO.OOXX,O,4,X.XOOOOXX
293,O,1,.........,X,6,......X..
293,O,2,......X..,O,0,O.....X..
293,O,3,O.....X..,X,2,O.X...X..
293,O,4,O.X...X..,O,8,O.X...X.O
293,O,5,O.X...X.O,X,1,OXX...X.O
293,O,6,OXX...X.O,O,4,OXX.O.X.O
294,X,1,.........,X,3,...X.....
294,X,2,...X.....,O,1,.O.X.....
294,X,3,.O.X.....,X,5,.O.X.X...
294,X,4,.O.X.X...,O,2,.OOX.X...
294,X,5,.OOX.X...,X,8,.OOX.X..X
294,X,6,.OOX.X..X,O,6,.OOX.XO.X
294,X,7,.OOX.XO.X,X,4,.OOXXXO.X
295,O,1,.........,X,2,..X......
295,O,2,..X......,O,1,.OX......
295,O,3,.OX......,X,7,.OX....X.
295,O,4,.OX....X.,O,5,.OX..O.X.
295,O,5,.OX..O.X.,X,6,.OX..OXX.
295,O,6,.OX..OXX.,O,4,.OX.OOXX.
295,O,7,.OX.OOXX.,X,0,XOX.OOXX.
295,O,8,XOX.OOXX.,O,8,XOX.OOXXO
295,O,9,XOX.OOXXO,X,3,XOXXOOXXO
296,X,1,.........,X,2,..X......
296,X,2,..X......,O,3,..XO.....
296,X,3,..XO.....,X,8,..XO....X
296,X,4,..XO....X,O,6,..XO..O.X
296,X,5,..XO..O.X,X,1,.XXO..O.X
296,X,6,.XXO..O.X,O,0,OXXO..O.X
297,O,1,.........,X,1,.X.......
297,O,2,.X.......,O,7,.X.....O.
297,O,3,.X.....O.,X,4,.X..X..O.
297,O,4,.X..X..O.,O,6,.X..X.OO.
297,O,5,.X..X.OO.,X,3,.X.XX.OO.
297,O,6,.X.XX.OO.,O,0,OX.XX.OO.
297,O,7,OX.XX.OO.,X,2,OXXXX.OO.
297,O,8,OXXXX.OO.,O,5,OXXXXOOO.
297,O,9,OXXXXOOO.,X,8,OXXXXOOOX
298,X,1,.........,X,4,....X....
298,X,2,....X....,O,0,O...X....
298,X,3,O...X....,X,6,O...X.X..
298,X,4,O...X.X..,O,7,O...X.XO.
298,X,5,O...X.XO.,X,2,O.X.X.XO.
299,O,1,.........,X,8,........X
299,O,2,........X,O,1,.O......X
299,O,3,.O......X,X,7,.O.....XX
299,O,4,.O.....XX,O,2,.OO....XX
299,O,5,.OO....XX,X,4,.OO.X..XX
299,O,6,.OO.X..XX,O,0,OOO.X..XX
300,X,1,.........,X,3,...X.....
300,X,2,...X.....,O,8,...X....O
300,X,3,...X....O,X,4,...XX...O
300,X,4,...XX...O,O,2,..OXX...O
300,X,5,..OXX...O,X,1,.XOXX...O
300,X,6,.XOXX...O,O,6,.XOXX.O.O
300,X,7,.XOXX.O.O,X,5,.XOXXXO.O
301,O,1,.........,X,1,.X.......
301,O,2,.X.......,O,7,.X.....O.
301,O,3,.X.....O.,X,0,XX.....O.
301,O,4,XX.....O.,O,5,XX...O.O.
301,O,5,XX...O.O.,X,6,XX...OXO.
